source_table,source_path,column_name,dataset_column,dtype,non_null_count,missing_fraction,unique_count,classification,predictor_allowed,feature_group_hint,rejection_reason,leakage_guard,claim_boundary
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,tree_or_gvi_fraction,tree_or_gvi_fraction,float64,981,0.0,165,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,grass_fraction,grass_fraction,float64,981,0.0,50,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,water_edge_or_water_fraction,water_edge_or_water_fraction,float64,981,0.0,127,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,overhead_fraction,overhead_fraction,float64,981,0.0,396,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,impervious_or_built_fraction,impervious_or_built_fraction,float64,981,0.0,906,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_x_normalized,centroid_x_normalized,float64,981,0.0,27,metadata,False,id_or_split_metadata,"Identifier, split, or lane metadata; not a predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_y_normalized,centroid_y_normalized,float64,981,0.0,32,metadata,False,id_or_split_metadata,"Identifier, split, or lane metadata; not a predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,svf_or_open_sky_missing,svf_or_open_sky_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,shade_fraction_missing,shade_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,building_density_missing,building_density_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,building_height_or_canyon_proxy_missing,building_height_or_canyon_proxy_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,road_or_hardscape_fraction_missing,road_or_hardscape_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,tree_or_gvi_fraction_missing,tree_or_gvi_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,grass_fraction_missing,grass_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,water_edge_or_water_fraction_missing,water_edge_or_water_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,overhead_fraction_missing,overhead_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,impervious_or_built_fraction_missing,impervious_or_built_fraction_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_x_normalized_missing,centroid_x_normalized_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_y_normalized_missing,centroid_y_normalized_missing,bool,981,0.0,1,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,svf_or_open_sky_q01,svf_or_open_sky_q01,float64,981,0.0,981,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,shade_fraction_q01,shade_fraction_q01,float64,981,0.0,975,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,building_density_q01,building_density_q01,float64,981,0.0,895,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,building_height_or_canyon_proxy_q01,building_height_or_canyon_proxy_q01,float64,981,0.0,77,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,road_or_hardscape_fraction_q01,road_or_hardscape_fraction_q01,float64,981,0.0,715,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,tree_or_gvi_fraction_q01,tree_or_gvi_fraction_q01,float64,981,0.0,165,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,grass_fraction_q01,grass_fraction_q01,float64,981,0.0,50,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,water_edge_or_water_fraction_q01,water_edge_or_water_fraction_q01,float64,981,0.0,127,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,overhead_fraction_q01,overhead_fraction_q01,float64,981,0.0,396,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,impervious_or_built_fraction_q01,impervious_or_built_fraction_q01,float64,981,0.0,906,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_x_normalized_q01,centroid_x_normalized_q01,float64,981,0.0,27,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_sampling_feature_matrix,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,centroid_y_normalized_q01,centroid_y_normalized_q01,float64,981,0.0,32,metadata,False,sampling_diagnostic_metadata,Sampling imputation/bin diagnostic column; not primary evidence predictor.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,cell_id,cell_id,string,986,0.0,986,metadata,False,id_or_split_metadata,"Identifier, split, or lane metadata; not a predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,centroid_x,cu__centroid_x,float64,986,0.0,29,metadata,False,coordinate_context_diagnostic,Coordinates are for spatial diagnostics/bins only.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,centroid_y,cu__centroid_y,float64,986,0.0,34,metadata,False,coordinate_context_diagnostic,Coordinates are for spatial diagnostics/bins only.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,lon,cu__lon,float64,986,0.0,986,metadata,False,coordinate_context_diagnostic,Coordinates are for spatial diagnostics/bins only.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,lat,cu__lat,float64,986,0.0,986,metadata,False,coordinate_context_diagnostic,Coordinates are for spatial diagnostics/bins only.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,geometry_available,cu__geometry_available,bool,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,in_n24_completed,cu__in_n24_completed,bool,986,0.0,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,in_b2_2_replaced_out,cu__in_b2_2_replaced_out,bool,986,0.0,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,human_qa_exclusion_reason,cu__human_qa_exclusion_reason,object,5,0.9949290060851927,3,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,existing_solweig_n24_label_available,cu__existing_solweig_n24_label_available,bool,986,0.0,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,typology_label,cu__typology_label,object,986,0.0,22,safe,True,typology_context,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,candidate_source_files,cu__candidate_source_files,object,986,0.0,2,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf,cu__svf,float64,986,0.0,986,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_base_v10,cu__shade_fraction_base_v10,float64,986,0.0,980,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_overhead_sens,cu__shade_fraction_overhead_sens,float64,986,0.0,969,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,building_density,cu__building_density,float64,986,0.0,899,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mean_building_height,cu__mean_building_height,float64,986,0.0,622,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,building_height_p90,cu__building_height_p90,float64,986,0.0,77,safe,True,built_canyon_svf,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,open_pixel_fraction,cu__open_pixel_fraction,float64,986,0.0,633,safe,True,full_safe_compact,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,road_fraction,cu__road_fraction,float64,986,0.0,717,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,tree_canopy_fraction,cu__tree_canopy_fraction,float64,986,0.0,166,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,gvi_percent,cu__gvi_percent,float64,986,0.0,931,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,ndvi_mean,cu__ndvi_mean,float64,986,0.0,986,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,grass_fraction,cu__grass_fraction,float64,986,0.0,50,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,water_fraction,cu__water_fraction,float64,986,0.0,130,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,built_up_fraction,cu__built_up_fraction,float64,986,0.0,279,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,impervious_fraction,cu__impervious_fraction,float64,986,0.0,907,safe,True,road_hardscape,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_fraction_total,cu__overhead_fraction_total,float64,986,0.0,398,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_fraction_elevated_road,cu__overhead_fraction_elevated_road,float64,986,0.0,149,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_fraction_elevated_rail,cu__overhead_fraction_elevated_rail,float64,986,0.0,51,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_area_pedestrian_bridge_m2,cu__overhead_area_pedestrian_bridge_m2,float64,986,0.0,95,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_area_covered_walkway_m2,cu__overhead_area_covered_walkway_m2,float64,986,0.0,254,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,n_overhead_features,cu__n_overhead_features,float64,986,0.0,26,safe,True,overhead_shade,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,pedestrian_shelter_fraction,cu__pedestrian_shelter_fraction,float64,986,0.0,302,safe,True,full_safe_compact,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,transport_deck_fraction,cu__transport_deck_fraction,float64,986,0.0,214,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,distance_to_water,cu__distance_to_water,float64,986,0.0,966,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,distance_to_park,cu__distance_to_park,float64,986,0.0,974,safe,True,vegetation_water,,PASS,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,distance_to_road,cu__distance_to_road,float64,0,1.0,0,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,primary_role,cu__primary_role,object,24,0.975659229208925,7,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,secondary_roles,cu__secondary_roles,object,21,0.9787018255578094,19,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,selection_tier,cu__selection_tier,object,24,0.975659229208925,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
