dataset_label,ablation_model,target_col,feature_blocks,feature_list,n_features,row_count,station_count,fold_count,cv_scheme,ridge_backend,fallback_used,imputation_method,scaling_method,alpha_used,sys_executable,command_run,worst_station_MAE,worst_station_MAE_station_id,worst_station_abs_bias,worst_station_abs_bias_station_id,n,MAE,RMSE,bias,R2,fixed_31_TP,fixed_31_FP,fixed_31_TN,fixed_31_FN,fixed_31_precision,fixed_31_recall,fixed_31_F1,fixed_31_official_event_count,fixed_31_predicted_event_count,fixed_33_TP,fixed_33_FP,fixed_33_TN,fixed_33_FN,fixed_33_precision,fixed_33_recall,fixed_33_F1,fixed_33_official_event_count,fixed_33_predicted_event_count,official_ge_31_count,official_ge_33_count,MAE_official_ge_31,bias_official_ge_31,top_decile_threshold,top_decile_count,top_decile_residual_MAE,top_decile_residual_bias
hourly_max,M7_like_compact_weather_ridge,official_wbgt_c_max,m7_like_compact_weather,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation;shortwave_3h_mean;hour_sin_v09;hour_cos_v09,8,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.2472196955308057,S142,0.7196335122614264,S139,10473,0.9541575781352172,1.3129716506986082,0.00385400263462498,0.6792750924885746,323,87,9190,873,0.7878048780487805,0.270066889632107,0.40224159402241594,1196,410,0,0,10354,119,,0.0,,119,0,1196,119,1.58746964598923,-1.5448401439770791,31.1,1112,1.626430155022614,-1.5888600038190734
hourly_mean,L1_full_dynamic,official_wbgt_c_mean,proxy;weather_core;radiation_basic;radiation_extra;time;inertia,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation;cloud_cover;direct_radiation;diffuse_radiation;hour_sin_v09;hour_cos_v09;shortwave_3h_mean;shortwave_lag_1h;shortwave_lag_2h;cumulative_day_shortwave_whm2;cumulative_day_shortwave_hourly_whm2;temperature_lag_1h;dTair_dt_1h;proxy_lag_1h;proxy_3h_mean,19,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.138509635709598,S142,0.6556558080560797,S139,10473,0.8887399827873737,1.2158376615926636,0.003662046236708434,0.6616739598931323,60,32,9818,563,0.6521739130434783,0.09630818619582665,0.16783216783216784,623,92,0,0,10443,30,,0.0,,30,0,623,30,1.8196607514600354,-1.8127595583508105,30.45,1059,1.5814926813630035,-1.5533768700397967
hourly_mean,L1_proxy_inertia,official_wbgt_c_mean,proxy;inertia,wbgt_proxy_v09_c;shortwave_3h_mean;shortwave_lag_1h;shortwave_lag_2h;cumulative_day_shortwave_whm2;cumulative_day_shortwave_hourly_whm2;temperature_lag_1h;dTair_dt_1h;proxy_lag_1h;proxy_3h_mean,10,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.2102303375805945,S142,0.6538825197418827,S137,10473,0.9491424199821987,1.2810093565704364,0.0014209045842303561,0.6244317715588743,16,8,9842,607,0.6666666666666666,0.025682182985553772,0.04945904173106646,623,24,0,0,10443,30,,0.0,,30,0,623,30,2.031119065921053,-2.0307525705326457,30.45,1059,1.7534964142893072,-1.7446782881054739
hourly_mean,L1_proxy_only,official_wbgt_c_mean,proxy,wbgt_proxy_v09_c,1,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.470282577066202,S139,0.607274429047694,S139,10473,1.1327835129860688,1.444156755911462,-0.0002896788732977036,0.5226763923809059,1,0,9850,622,1.0,0.0016051364365971107,0.0032051282051282046,623,1,0,0,10443,30,,0.0,,30,0,623,30,2.6326423985462464,-2.6326423985462464,30.45,1059,2.331496316046718,-2.3305148036822056
hourly_mean,L1_proxy_radiation,official_wbgt_c_mean,proxy;radiation_basic;radiation_extra,wbgt_proxy_v09_c;shortwave_radiation;cloud_cover;direct_radiation;diffuse_radiation,5,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.231739509045449,S142,0.6707342710213343,S137,10473,0.9411693959472748,1.2882408768774893,0.00014641044160890976,0.6201795071973257,47,31,9819,576,0.6025641025641025,0.0754414125200642,0.13409415121255347,623,78,0,0,10443,30,,0.0,,30,0,623,30,1.9516060349932782,-1.9475158401732762,30.45,1059,1.7276569563791502,-1.7001409478149818
hourly_mean,L1_proxy_time,official_wbgt_c_mean,proxy;time,wbgt_proxy_v09_c;hour_sin_v09;hour_cos_v09,3,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.2567554692140073,S142,0.6218593443801524,S137,10473,0.9789731429047615,1.3011388484072728,0.0006173805933376278,0.6125358465256875,5,3,9847,618,0.625,0.008025682182985553,0.015847860538827255,623,8,0,0,10443,30,,0.0,,30,0,623,30,2.2046157748358657,-2.2046157748358657,30.45,1059,1.8960891028759288,-1.8935141162127873
hourly_mean,L1_proxy_weather,official_wbgt_c_mean,proxy;weather_core,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m,4,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.4177873338111948,S139,0.9166459142139496,S139,10473,1.0643330943994316,1.3693831833991574,0.00195346263475003,0.5708251911973921,0,0,9850,623,,0.0,,623,0,0,0,10443,30,,0.0,,30,0,623,30,2.4729657554311637,-2.4729657554311637,30.45,1059,2.1492086072957686,-2.1492086072957686
hourly_mean,L1_proxy_weather_inertia,official_wbgt_c_mean,proxy;weather_core;inertia,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean;shortwave_lag_1h;shortwave_lag_2h;cumulative_day_shortwave_whm2;cumulative_day_shortwave_hourly_whm2;temperature_lag_1h;dTair_dt_1h;proxy_lag_1h;proxy_3h_mean,13,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.2113742897216389,S142,0.7195711508088815,S139,10473,0.9498220467945413,1.2813637027049476,0.0034819889849847683,0.6242239673685023,4,2,9848,619,0.6666666666666666,0.006420545746388443,0.012718600953895072,623,6,0,0,10443,30,,0.0,,30,0,623,30,2.0481509155775743,-2.0481509155775743,30.45,1059,1.75816604378669,-1.75396422286582
hourly_mean,L1_proxy_weather_radiation,official_wbgt_c_mean,proxy;weather_core;radiation_basic;radiation_extra,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation;cloud_cover;direct_radiation;diffuse_radiation,8,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.2256611488026452,S142,0.6732169267279101,S137,10473,0.9409496665372951,1.282574078639964,0.002086307717969971,0.6235137161226012,36,28,9822,587,0.5625,0.05778491171749599,0.10480349344978165,623,64,0,0,10443,30,,0.0,,30,0,623,30,1.9647583792961623,-1.9634088001680225,30.45,1059,1.7303302120097286,-1.70993376919938
hourly_mean,L1_proxy_weather_time,official_wbgt_c_mean,proxy;weather_core;time,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;hour_sin_v09;hour_cos_v09,6,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.3099788082414583,S139,0.8146088046847603,S139,10473,0.9459021383283451,1.2585077454946791,0.002704558697353534,0.637510002367841,3,0,9850,620,1.0,0.004815409309791332,0.009584664536741214,623,3,0,0,10443,30,,0.0,,30,0,623,30,2.094587862024423,-2.094587862024423,30.45,1059,1.7870108454431135,-1.785366490857239
hourly_mean,M4_like_inertia_ridge,official_wbgt_c_mean,m4_like_inertia,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation;shortwave_lag_1h;shortwave_lag_2h;shortwave_3h_mean;cumulative_day_shortwave_whm2;temperature_lag_1h;dTair_dt_1h;proxy_lag_1h;proxy_3h_mean;diffuse_fraction;direct_fraction;cloud_cover;hour_sin_v09;hour_cos_v09,18,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.1386544395124911,S142,0.655858603400907,S137,10473,0.8775680409295555,1.196626546752415,0.00345485971401112,0.6722810849408511,61,27,9823,562,0.6931818181818182,0.09791332263242375,0.17158931082981718,623,88,0,0,10443,30,,0.0,,30,0,623,30,1.8399546424649609,-1.8359840215296532,30.45,1059,1.5932732049768474,-1.5718125537499263
hourly_mean,M7_like_compact_weather_ridge,official_wbgt_c_mean,m7_like_compact_weather,wbgt_proxy_v09_c;temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation;shortwave_3h_mean;hour_sin_v09;hour_cos_v09,8,10473,27,27,loso,sklearn,False,SimpleImputer(strategy=median),"StandardScaler(with_mean=True, with_std=True)",1.0,C:\Users\CloudStar\anaconda3\envs\openheat\python.exe,C:\Users\CloudStar\anaconda3\Scripts\conda.exe run -n openheat --no-capture-output python -X faulthandler -u scripts\v11_l1_run_model_registry.py --registry configs/v11/level1_feature_ablation_registry.yaml --out-dir outputs/v11_level1/feature_ablation --ridge-backend sklearn,1.154594405381901,S142,0.6589710297201928,S137,10473,0.8947835763217948,1.229108122241412,0.003546410733232399,0.6542482244332322,45,22,9828,578,0.6716417910447762,0.07223113964686999,0.13043478260869565,623,67,0,0,10443,30,,0.0,,30,0,623,30,1.8627368649486729,-1.860520566995316,30.45,1059,1.6042156070315308,-1.5854109548443545
