candidate_id,candidate_role,candidate_family,implementation_status,row_unit,formula_definition,required_columns,missing_columns,source,assumptions,can_compute
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=0.5; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p008_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p01_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_radiation_k0p012_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_radiation,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=1.0; radiation_input=shortwave_radiation; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=0.25; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=0.5; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p008_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p01_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_shortwave_3h_mean_k0p012_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;shortwave_3h_mean,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=1.0; radiation_input=shortwave_3h_mean; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.008; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.01; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.012; wind_floor=0.25; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.002; wind_floor=0.5; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.003; wind_floor=0.5; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.0045; wind_floor=0.5; radiation_input=direct_plus_diffuse; screening formula only.,True
stull_globe_direct_plus_diffuse_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,available,unique_station_hour,"wetbulb=Stull(T,RH); globe_simple=T + k*radiation/sqrt(wind_speed_10m + wind_floor); WBGT_proxy=0.7*wetbulb + 0.2*globe_simple + 0.1*T",temperature_2m;relative_humidity_2m;wind_speed_10m;direct_plus_diffuse,,computed_from_residual_weather_merge_full_period,k=0.006; wind_floor=0.5; radiation_input=direct_plus_diffuse; screening formula only.,True
