qa_run_id,cell_id,typology_label,hour_sgt,scenario_id,forcing_id,forcing_file,qa_role,expected_direction,notes
v12_formal_hotday_core8_TP_0565_h10_base,TP_0565,school_gate_asphalt_road_edge_hot_anchor,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h10_base,TP_0366,school_gate_bus_stop_mixed_waiting_node,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h10_overhead,TP_0366,school_gate_bus_stop_mixed_waiting_node,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h12_base,TP_0366,school_gate_bus_stop_mixed_waiting_node,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h12_overhead,TP_0366,school_gate_bus_stop_mixed_waiting_node,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h13_base,TP_0366,school_gate_bus_stop_mixed_waiting_node,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h13_overhead,TP_0366,school_gate_bus_stop_mixed_waiting_node,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h15_base,TP_0366,school_gate_bus_stop_mixed_waiting_node,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h15_overhead,TP_0366,school_gate_bus_stop_mixed_waiting_node,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h16_base,TP_0366,school_gate_bus_stop_mixed_waiting_node,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0366_h16_overhead,TP_0366,school_gate_bus_stop_mixed_waiting_node,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h10_base,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h10_overhead,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h12_base,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h12_overhead,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h13_base,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h13_overhead,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h15_base,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h15_overhead,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h16_base,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0542_h16_overhead,TP_0542,river_edge_shaded_walkway_with_mapped_pedestrian_overhead,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h10_base,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h10_overhead,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h12_base,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h12_overhead,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h13_base,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h13_overhead,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h15_base,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h15_overhead,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h16_base,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0627_h16_overhead,TP_0627,street_canyon_wall_adjacent_low_svf_corridor,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h10_base,TP_0326,stable_high_rise_residential_estate,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h10_overhead,TP_0326,stable_high_rise_residential_estate,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h12_base,TP_0326,stable_high_rise_residential_estate,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h12_overhead,TP_0326,stable_high_rise_residential_estate,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h13_base,TP_0326,stable_high_rise_residential_estate,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h13_overhead,TP_0326,stable_high_rise_residential_estate,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h15_base,TP_0326,stable_high_rise_residential_estate,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h15_overhead,TP_0326,stable_high_rise_residential_estate,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h16_base,TP_0326,stable_high_rise_residential_estate,16,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0326_h16_overhead,TP_0326,stable_high_rise_residential_estate,16,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h16.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h10_base,TP_0059,open_paved_hardscape_parking_lot,10,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h10_overhead,TP_0059,open_paved_hardscape_parking_lot,10,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h10.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h12_base,TP_0059,open_paved_hardscape_parking_lot,12,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h12_overhead,TP_0059,open_paved_hardscape_parking_lot,12,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h12.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h13_base,TP_0059,open_paved_hardscape_parking_lot,13,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h13_overhead,TP_0059,open_paved_hardscape_parking_lot,13,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h13.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h15_base,TP_0059,open_paved_hardscape_parking_lot,15,base,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
v12_formal_hotday_core8_TP_0059_h15_overhead,TP_0059,open_paved_hardscape_parking_lot,15,overhead_as_canopy,formal_hotday_from_v11_formal_snapshot_TBD,data/solweig/v12_formal_hotday_forcing/v12_formal_hotday_S128_h15.txt,optional_core8_full_formal_hotday_followup,run only if 20-run smoke passes; compare ranks/deltas against v10-epsilon forcing,optional full Core-8 formal-hot-day matrix; not scale design yet
