cell_id,scenario,svf_path_or_zip,exists,status,svf_rule,claim_boundary
TP_0972,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0969,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0969,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0651,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0651,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0127,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0127,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0622,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0622/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0622,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0622/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0677,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0677/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0677,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0677/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0673,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0673/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0673,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0673/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0680,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0680/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0680,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0680/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0968,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0968/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0968,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0968/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0793,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0793/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0793,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0793/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0122,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0122/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0122,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0122/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0601,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0601/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0601,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0601/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0153,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0153/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0153,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0153/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0083,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0083/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0083,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0083/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0704,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0704/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0704,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0704/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0581,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0581/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0581,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0581/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0344,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0344/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0344,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0344/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0855,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0855/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0855,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0855/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0612,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0612/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0612,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0612/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0090,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0090/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0090,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0090/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0681,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0681/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0681,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0681/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0610,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0610/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0610,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0610/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0373,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0373/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0373,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0373/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0611,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0611/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0611,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0611/svf_overhead_as_canopy/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0590,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0590/svf_base/svfs.zip,false,PENDING_QGIS_SVF_GENERATION,scenario_specific; overhead_as_canopy must not reuse base SVF,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
