feature_set,column_name,feature_group,included,n_features_in_set,residual_two_stage,selection_reason,claim_boundary
b87e_original_main,neighbourhood_shade_mean,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,neighbourhood_overhead_frac,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,neighbourhood_open_frac,other_compact_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,tree_building_overlap_proxy,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,tree_near_tall_building_frac,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,height_roughness_iqr_m,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,height_asymmetry_idx,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,typology_shade_interaction,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,typology_support_count,typology_role_context,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,typology_label,typology_role_context,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,svf_or_open_sky,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,shade_fraction,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,building_density,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,building_height_or_canyon_proxy,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,road_or_hardscape_fraction,hardscape_impervious_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,tree_or_gvi_fraction,vegetation_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,grass_fraction,vegetation_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,water_edge_or_water_fraction,water_park_edge_context,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,overhead_fraction,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,impervious_or_built_fraction,hardscape_impervious_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,svf_umep_selected,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,shade_fraction_umep_selected,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,building_pixel_fraction_v10,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,open_pixel_fraction_v10,other_compact_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,dsm_building_height_mean_m_v10,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,dsm_building_height_p90_m_v10,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,svf_umep_mean_open_v10,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,shade_fraction_umep_10_16_open_v10,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,shade_fraction_umep_13_15_open_v10,shade_svf_radiative_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,v10_building_density,building_canyon_morphology,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,overhead_shade_proxy,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,overhead_fraction_covered_walkway,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,overhead_fraction_pedestrian_bridge,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,overhead_fraction_viaduct,overhead_structure_proxy,yes,46,no,exact B87E main feature set,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,forcing_day_id,context_forcing_time,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,hour_sgt,context_forcing_time,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_patch_count,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_total_area_m2,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,open_high_svf_low_shade_frac,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,neighbourhood_shade_mean,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,neighbourhood_overhead_frac,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,neighbourhood_open_frac,other_compact_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,tree_building_overlap_proxy,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,tree_near_tall_building_frac,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,height_roughness_iqr_m,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,height_asymmetry_idx,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,typology_shade_interaction,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,typology_support_count,typology_role_context,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,typology_label,typology_role_context,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,svf_or_open_sky,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,shade_fraction,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,building_density,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,building_height_or_canyon_proxy,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,road_or_hardscape_fraction,hardscape_impervious_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,tree_or_gvi_fraction,vegetation_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,grass_fraction,vegetation_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,water_edge_or_water_fraction,water_park_edge_context,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_fraction,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,impervious_or_built_fraction,hardscape_impervious_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,svf_umep_selected,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,shade_fraction_umep_selected,shade_svf_radiative_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,dsm_building_height_mean_m_v10,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,dsm_building_height_p90_m_v10,building_canyon_morphology,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_fraction_covered_walkway,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_fraction_pedestrian_bridge,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,overhead_fraction_viaduct,overhead_structure_proxy,yes,32,no,"drops high-missing, zero-variance, and near-duplicate numeric features","Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,ped_access_shade_frac_proxy,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,ped_access_shade_length_m_proxy,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_patch_count,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_total_area_m2,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,overhead_mean_patch_area_m2,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,open_high_svf_low_shade_frac,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,water_edge_contact_frac,water_park_edge_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,park_edge_contact_frac,water_park_edge_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,hardscape_edge_contact_frac,water_park_edge_context,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,neighbourhood_shade_mean,shade_svf_radiative_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,neighbourhood_overhead_frac,overhead_structure_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,neighbourhood_open_frac,other_compact_proxy,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,tree_building_overlap_proxy,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,tree_near_tall_building_frac,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,height_roughness_iqr_m,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,height_asymmetry_idx,building_canyon_morphology,yes,42,no,static physical proxies only; excludes forcing/hour context,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
